sl_no,hospital_name,taluk,district,search_address,lat,lon
603,Jayashree Multispeciality Hospital,Bengaluru North,Bengaluru Urban,"Jayashree Multispeciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9190968,77.6382137
605,Ms Ramaiah Memorial Hospital,Bengaluru North,Bengaluru Urban,"Ms Ramaiah Memorial Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.09264,77.5854587
606,Shirdi Sai Hospital Pvt Ltd,Bengaluru North,Bengaluru Urban,"Shirdi Sai Hospital Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0377237,77.5651845
608,Ananya Hospital Private Limited,Bengaluru North,Bengaluru Urban,"Ananya Hospital Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.990269,77.573099
609,P D Hinduja Sindhi Hospital,Bengaluru North,Bengaluru Urban,"P D Hinduja Sindhi Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.964448,77.592734
610,Columbia Asia Hospital - Whitefield (A Unit Of Columbia Asia Hospitals Pvt. Ltd),Bengaluru North,Bengaluru Urban,"Columbia Asia Hospital - Whitefield (A Unit Of Columbia Asia Hospitals Pvt. Ltd), Bengaluru North, Bengaluru Urban, Karnataka, India",13.0509741,77.5933952
611,Aditi Maternity And General Nursing Home,Bengaluru North,Bengaluru Urban,"Aditi Maternity And General Nursing Home, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
612,Manipal Northside Hospital,Bengaluru North,Bengaluru Urban,"Manipal Northside Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
613,Amruth Hospital Affordable Multispecilaity Hospital,Bengaluru North,Bengaluru Urban,"Amruth Hospital Affordable Multispecilaity Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9190968,77.6382137
616,Manipal Hospital Bangalore,Bengaluru North,Bengaluru Urban,"Manipal Hospital Bangalore, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9596847,77.649213
617,Swastik Hospital,Bengaluru North,Bengaluru Urban,"Swastik Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.884491,77.749444
618,Phoenix Hospital,Bengaluru North,Bengaluru Urban,"Phoenix Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9165582,77.6449154
619,Maa Fertility Centre,Bengaluru North,Bengaluru Urban,"Maa Fertility Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
621,Kids Clinic India Pvt Ltd Cloudnine Fertility,Bengaluru North,Bengaluru Urban,"Kids Clinic India Pvt Ltd Cloudnine Fertility, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
622,Dr.Malathi Manipal Hospital,Bengaluru North,Bengaluru Urban,"Dr.Malathi Manipal Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9596847,77.649213
624,Vikram Hospital Bengaluru Pvt Ltd,Bengaluru North,Bengaluru Urban,"Vikram Hospital Bengaluru Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
626,Devagiri Hospital,Bengaluru North,Bengaluru Urban,"Devagiri Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.924136,77.565757
627,Dr.B.R.Ambedkar Medical College Hospital,Bengaluru North,Bengaluru Urban,"Dr.B.R.Ambedkar Medical College Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0234059,77.6126545
630,Radhakrishna Multispeciality Hospital And Ivf Centre,Bengaluru North,Bengaluru Urban,"Radhakrishna Multispeciality Hospital And Ivf Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
631,Greenview Medical Center,Bengaluru North,Bengaluru Urban,"Greenview Medical Center, Bengaluru North, Bengaluru Urban, Karnataka, India",12.919106,77.638182
632,Valens Hospitals,Bengaluru North,Bengaluru Urban,"Valens Hospitals, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
633,Khb Colony,Bengaluru North,Bengaluru Urban,"Khb Colony, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9942465,77.6363877
635,Motherhood Hospital A Unit Of Rhea Healthcare Pvt Ltd,Bengaluru North,Bengaluru Urban,"Motherhood Hospital A Unit Of Rhea Healthcare Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.860475,77.780236
637,Ganga Speciality Hosptial Pvt Ltd,Bengaluru North,Bengaluru Urban,"Ganga Speciality Hosptial Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.709624,77.701376
638,Chaithanya Integrated Healthcare India Pvt Ltd,Bengaluru North,Bengaluru Urban,"Chaithanya Integrated Healthcare India Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
640,London Care Hospital,Bengaluru North,Bengaluru Urban,"London Care Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.901047,77.559839
642,Milann The Fertility Center A Unit Of Bacc Healthcare Pvt Ltd,Bengaluru North,Bengaluru Urban,"Milann The Fertility Center A Unit Of Bacc Healthcare Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9787383,77.6380265
643,Saralaya Hospital Pvt Ltd,Bengaluru North,Bengaluru Urban,"Saralaya Hospital Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",13.1219874,77.629567
644,S.J.Hospital,Bengaluru North,Bengaluru Urban,"S.J.Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
645,Aster Rv Hospital A Unit Of Aster Dm Healthcare,Bengaluru North,Bengaluru Urban,"Aster Rv Hospital A Unit Of Aster Dm Healthcare, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
648,Nrr Hospital,Bengaluru North,Bengaluru Urban,"Nrr Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
651,H K Hospital,Bengaluru North,Bengaluru Urban,"H K Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
653,Marigold Hospital,Bengaluru North,Bengaluru Urban,"Marigold Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9136323,77.6044488
654,Cura Hospitals,Bengaluru North,Bengaluru Urban,"Cura Hospitals, Bengaluru North, Bengaluru Urban, Karnataka, India",12.888359,77.561163
657,Trustwell Hospitals Pvt Ltd,Bengaluru North,Bengaluru Urban,"Trustwell Hospitals Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
659,Yogananda Multispeciality Hospital,Bengaluru North,Bengaluru Urban,"Yogananda Multispeciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.917998,77.559425
661,Mallige Medical Centre Pvt Ltd,Bengaluru North,Bengaluru Urban,"Mallige Medical Centre Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
662,Ayaansh Hospital,Bengaluru North,Bengaluru Urban,"Ayaansh Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9780745,77.6357839
666,Mathrushree Diagnostics And Fertility Centre,Bengaluru North,Bengaluru Urban,"Mathrushree Diagnostics And Fertility Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
669,Yenepoya Nursing Home,Bengaluru North,Bengaluru Urban,"Yenepoya Nursing Home, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
670,Rainbow Childrens Medicare Private Limited,Bengaluru North,Bengaluru Urban,"Rainbow Childrens Medicare Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
672,Blue Bliss Hospitala Unit Of Lalitha Healthcare Pvt. Ltd.,Bengaluru North,Bengaluru Urban,"Blue Bliss Hospitala Unit Of Lalitha Healthcare Pvt. Ltd., Bengaluru North, Bengaluru Urban, Karnataka, India",12.992965,77.576233
674,Genea Fertility Centre,Bengaluru North,Bengaluru Urban,"Genea Fertility Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
675,Fortis Lafemme,Bengaluru North,Bengaluru Urban,"Fortis Lafemme, Bengaluru North, Bengaluru Urban, Karnataka, India",12.965733,77.609756
676,Sparsh Hospital For Advances Surgeries,Bengaluru North,Bengaluru Urban,"Sparsh Hospital For Advances Surgeries, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
677,Apollo Specialty Hospitals Private Limited,Bengaluru North,Bengaluru Urban,"Apollo Specialty Hospitals Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
679,Dr  Sunny Medical Centre,Bengaluru North,Bengaluru Urban,"Dr  Sunny Medical Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9269332,77.669889
681,Nelivigi Multispeciality Hospital,Bengaluru North,Bengaluru Urban,"Nelivigi Multispeciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9240449,77.6737124
682,Jyotsnareddy Hospital Pvt Ltd,Bengaluru North,Bengaluru Urban,"Jyotsnareddy Hospital Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
691,Abhayahasta Multispeciality Hospitall,Bengaluru North,Bengaluru Urban,"Abhayahasta Multispeciality Hospitall, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9854758,77.6724436
692,Sparsh Hospital ( A Unit Of Shiva & Shiva Orthopaedic Hospital Private Limited ),Bengaluru North,Bengaluru Urban,"Sparsh Hospital ( A Unit Of Shiva & Shiva Orthopaedic Hospital Private Limited ), Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
693,Srushti Hospital,Bengaluru North,Bengaluru Urban,"Srushti Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.898063,77.620771
696,Offspring Maternity And Child Care,Bengaluru North,Bengaluru Urban,"Offspring Maternity And Child Care, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9770207,77.5446787
697,Rainbow Childrerns Medicare Private Limited,Bengaluru North,Bengaluru Urban,"Rainbow Childrerns Medicare Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
698,Kauvery Hospitals Bengaluru Private Limited,Bengaluru North,Bengaluru Urban,"Kauvery Hospitals Bengaluru Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
699,Suresh Hospital And Maternity Home,Bengaluru North,Bengaluru Urban,"Suresh Hospital And Maternity Home, Bengaluru North, Bengaluru Urban, Karnataka, India",12.938697,77.551783
702,New Beginnings Womens Clinic,Bengaluru North,Bengaluru Urban,"New Beginnings Womens Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
703,Vivan Multispeciality And Maternity Hospital,Bengaluru North,Bengaluru Urban,"Vivan Multispeciality And Maternity Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
704,Sri Sai Krupa Hosptal,Bengaluru North,Bengaluru Urban,"Sri Sai Krupa Hosptal, Bengaluru North, Bengaluru Urban, Karnataka, India",13.029558,77.5594998
707,Ghsis Gosha Hoapital Shivaji Nagar  Bangalore,Bengaluru North,Bengaluru Urban,"Ghsis Gosha Hoapital Shivaji Nagar  Bangalore, Bengaluru North, Bengaluru Urban, Karnataka, India",13.1845684,77.4792812
708,Ghsis Gosha Hospital Shivaji Nagar Bangalore,Bengaluru North,Bengaluru Urban,"Ghsis Gosha Hospital Shivaji Nagar Bangalore, Bengaluru North, Bengaluru Urban, Karnataka, India",13.1845684,77.4792812
709,K C Raju Multi Specialty  Hospital,Bengaluru North,Bengaluru Urban,"K C Raju Multi Specialty  Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9190968,77.6382137
710,Govt. Hsis Gosha Hospital Shivajinagar Bangalore,Bengaluru North,Bengaluru Urban,"Govt. Hsis Gosha Hospital Shivajinagar Bangalore, Bengaluru North, Bengaluru Urban, Karnataka, India",13.1845684,77.4792812
711,Mahalakshmi  Womens Clinic,Bengaluru North,Bengaluru Urban,"Mahalakshmi  Womens Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",12.94225601,77.58144723
713,Mitra Medical Centre,Bengaluru North,Bengaluru Urban,"Mitra Medical Centre, Bengaluru North, Bengaluru Urban, Karnataka, India",12.937851,77.5571697
714,Novita Fetal And Womens Clinic,Bengaluru North,Bengaluru Urban,"Novita Fetal And Womens Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
716,Usha Vikranth Diagnostic Center And Hospital,Bengaluru North,Bengaluru Urban,"Usha Vikranth Diagnostic Center And Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9138448,77.5273236
718,Rajshekar Multi Speciality Hospital Pvt Ltd,Bengaluru North,Bengaluru Urban,"Rajshekar Multi Speciality Hospital Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
720,Vijayashree Hospital,Bengaluru North,Bengaluru Urban,"Vijayashree Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8578496,77.589288
721,Medax Hospitals,Bengaluru North,Bengaluru Urban,"Medax Hospitals, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
723,Aster Hospital,Bengaluru North,Bengaluru Urban,"Aster Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
724,Chiraayu Hospital,Bengaluru North,Bengaluru Urban,"Chiraayu Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0092756,77.5949048
727,Promise Healthcare,Bengaluru North,Bengaluru Urban,"Promise Healthcare, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
728,Prasad Hospital,Bengaluru North,Bengaluru Urban,"Prasad Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.105662,77.577248
729,Citi Hospital,Bengaluru North,Bengaluru Urban,"Citi Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9856547,77.5490203
732,Kangaroo Care  Hospital A Unit Of Surabhi Healthcare Ans Research Pvt Ltd,Bengaluru North,Bengaluru Urban,"Kangaroo Care  Hospital A Unit Of Surabhi Healthcare Ans Research Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
733,Motherhood Women And Children Hospital,Bengaluru North,Bengaluru Urban,"Motherhood Women And Children Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.926929,77.561117
734,Pragathi Nursing Home.,Bengaluru North,Bengaluru Urban,"Pragathi Nursing Home., Bengaluru North, Bengaluru Urban, Karnataka, India",12.99884,77.5462736
735,R.K.Hospitals,Bengaluru North,Bengaluru Urban,"R.K.Hospitals, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
736,Vishvas Fertility And Gynaecology And Nandi Diagnostics,Bengaluru North,Bengaluru Urban,"Vishvas Fertility And Gynaecology And Nandi Diagnostics, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
738,Anjani Hospital,Bengaluru North,Bengaluru Urban,"Anjani Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
739,Sri Vinayaka General And Maternity Hospital,Bengaluru North,Bengaluru Urban,"Sri Vinayaka General And Maternity Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.872634,77.652654
741,Sandya Sreenath,Bengaluru North,Bengaluru Urban,"Sandya Sreenath, Bengaluru North, Bengaluru Urban, Karnataka, India",12.93792231,77.58310006
742,Manjunatha Hospital,Bengaluru North,Bengaluru Urban,"Manjunatha Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.94844,77.5940792
743,Sri Lakshmi Super Speciality Hospital,Bengaluru North,Bengaluru Urban,"Sri Lakshmi Super Speciality Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.070628,77.502344
746,Pan Nagarbhavi Hospitals Pvt Ltd,Bengaluru North,Bengaluru Urban,"Pan Nagarbhavi Hospitals Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.928142,77.57727
747,Shree Manyata Hospitals,Bengaluru North,Bengaluru Urban,"Shree Manyata Hospitals, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
748,Digvish Hospital,Bengaluru North,Bengaluru Urban,"Digvish Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0267381,77.6394104
749,Vijayanagar Hospital,Bengaluru North,Bengaluru Urban,"Vijayanagar Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9715395,77.5372608
750,Ace Suhas Hospital.Ace Embedded Intensive Care Units Pvt Ltd,Bengaluru North,Bengaluru Urban,"Ace Suhas Hospital.Ace Embedded Intensive Care Units Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
751,Hospital,Bengaluru North,Bengaluru Urban,"Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.800428,77.507801
752,Apple Hospital,Bengaluru North,Bengaluru Urban,"Apple Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.103959,77.583761
753,Mannat Fertility Clinic,Bengaluru North,Bengaluru Urban,"Mannat Fertility Clinic, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0635117,77.586728
755,V R Chest And Women Care,Bengaluru North,Bengaluru Urban,"V R Chest And Women Care, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
757,Vividus Health Private Limited,Bengaluru North,Bengaluru Urban,"Vividus Health Private Limited, Bengaluru North, Bengaluru Urban, Karnataka, India",12.9451393,77.6073925
758,Skanda Health Care,Bengaluru North,Bengaluru Urban,"Skanda Health Care, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
762,M S Ramaiah Hospital,Bengaluru North,Bengaluru Urban,"M S Ramaiah Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",13.0283472,77.5698396
763,Sidvin Hospital Pvt Ltd,Bengaluru North,Bengaluru Urban,"Sidvin Hospital Pvt Ltd, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
764,Motherhood Hospital A Unit Of Rhea Healthcare Pvt. Ltd.,Bengaluru North,Bengaluru Urban,"Motherhood Hospital A Unit Of Rhea Healthcare Pvt. Ltd., Bengaluru North, Bengaluru Urban, Karnataka, India",12.860475,77.780236
765,Kids Clinic India Private Limited Cloudnine Hospital,Bengaluru North,Bengaluru Urban,"Kids Clinic India Private Limited Cloudnine Hospital, Bengaluru North, Bengaluru Urban, Karnataka, India",12.8117615,77.5042934
767,Vatsalya Maternity Home & Gynacological Center Athani,Athni,Belagavi,"Vatsalya Maternity Home & Gynacological Center Athani, Athni, Belagavi, Karnataka, India",16.73095,75.0861
768,Dr.Mohan Desai Sanjivini Hospital College Road Belagavi,Belagavi,Belagavi,"Dr.Mohan Desai Sanjivini Hospital College Road Belagavi, Belagavi, Belagavi, Karnataka, India",15.8563448,74.5554495
769,Vishvajyoti Nursing Home Apmc Circle Gokak,Gokak,Belagavi,"Vishvajyoti Nursing Home Apmc Circle Gokak, Gokak, Belagavi, Karnataka, India",16.171801,74.836304
770,Mamadapur Nursing Home Soudatti,Savadatti,Belagavi,"Mamadapur Nursing Home Soudatti, Savadatti, Belagavi, Karnataka, India",15.766888,75.117371
771,Alsipha Hospital Hospet Galli Gokak,Gokak,Belagavi,"Alsipha Hospital Hospet Galli Gokak, Gokak, Belagavi, Karnataka, India",16.1673796,74.8215709
772,Diya Hospital Chikkodi,Chikodi,Belagavi,"Diya Hospital Chikkodi, Chikodi, Belagavi, Karnataka, India",16.425446,74.577971
